"sample","compounds","TRset","ncarbon_umole_cm2","tCO_umole_cm2","naCO_umole_cm2","cCOH_umole_cm2","COOH_umole_cm2","aCH_umole_cm2","aCOH_umole_cm2","Ester_umole_cm2","Ketone_umole_cm2","AmmNH_umole_cm2"
"11049","1-Docosanol|Adipic Acid","test",5.85861593132426,0.0333421940358301,0,0.0333421940358301,0.033342194035831,11.9123015359049,0.261754061328035,0,0,0
"11052","1-Docosanol|Adipic Acid","test",6.83914055440282,0.0669428546920749,0,0.0669428546920749,0.066942854692076,13.8461368535273,0.301741454105756,0,0,0
"11053","1-Docosanol|Adipic Acid","calibration",0.174607747223533,0.031274461072412,0,0.031274461072412,0.0312744610724106,0.290338588847987,0.00367201654574098,0,0,0
"11054","1-Docosanol|Adipic Acid","test",0.374294944432652,0.117343845676455,0,0.117343845676455,0.117343845676457,0.514914170576177,0.00101197306378557,0,0,0
"11055","1-Docosanol|Adipic Acid","calibration",0.161352060995393,0.0361853268605776,0,0.0361853268605776,0.0361853268605756,0.252733290106618,0.00239982183698479,0,0,0
"11056","1-Docosanol|Adipic Acid","calibration",0.319944803518171,0.0949864830090785,0,0.0949864830090785,0.0949864830090799,0.451506884404133,0.0015902433859514,0,0,0
"21046","1-Docosanol|Adipic Acid|Suberic Acid","test",2.7620850744471,0.0690528857668874,0,0.0690528857668874,0.0690528857668888,5.50015711192361,0.114092734563181,0,0,0
"21047","1-Docosanol|Adipic Acid|Suberic Acid","calibration",4.05973638129198,0.0355363353648391,0,0.0355363353648391,0.0355363353648365,8.22723018898386,0.178830097129571,0,0,0
"21048","1-Docosanol|Adipic Acid|Suberic Acid","calibration",7.37470211551016,0.0947249620896914,0,0.0947249620896914,0.0947249620896889,14.8791595246761,0.319205217835142,0,0,0
"21049","1-Docosanol|Adipic Acid|Suberic Acid","test",5.96183263768212,0.0591463706252957,0,0.0591463706252957,0.0591463706252963,12.0671265954417,0.261754061328035,0,0,0
"21050","1-Docosanol|Adipic Acid|Suberic Acid","calibration",7.21949225609818,0.0562462631468935,0,0.0562462631468935,0.0562462631468915,14.6442948982065,0.3178029123039,0,0,0
"21051","1-Docosanol|Adipic Acid|Suberic Acid","calibration",5.46006739090725,0.0615946196655879,0,0.0615946196655879,0.0615946196655862,11.0347302989576,0.237784756474289,0,0,0
"21052","1-Docosanol|Adipic Acid|Suberic Acid","test",7.04817606895949,0.119201733331242,0,0.119201733331242,0.119201733331243,14.1596901253623,0.301741454105756,0,0,0
