,Parameter,RMSECV,RMSEC,RMSEP
0,2.0,2.9147793753205202,3.139466124888676,8.07766664988832
1,3.0,1.9712190441575488,1.810640654078472,7.5166980304359
2,4.0,1.2003182568247985,1.110114764881633,7.982551509077102
3,5.0,1.1233028627985597,1.0413420563667002,7.81966942555123
4,6.0,0.99337013850999,0.9385610531702772,7.383270312718882
5,7.0,0.9375519820713525,0.8678822790331693,6.990285054404209
6,8.0,0.9383654065201362,0.840419664436414,6.874087561219092
7,9.0,0.9129688537472361,0.8044919384547407,6.839910642967735
8,10.0,0.906291001875627,0.78568251789467,6.74693198788718
9,11.0,0.8770422500823679,0.7426610536787854,7.343825832819541
10,12.0,0.9339647252139505,0.721758097204848,8.163990430739252
11,13.0,0.9671766491111835,0.6485410416832211,10.9289771008138
12,14.0,0.9594587210538619,0.5899578673176792,12.408846476723939
13,15.0,0.8584298829566459,0.5481333257627305,12.642209305280113
14,16.0,0.8003100624772624,0.5333073825910104,12.398825468952824
15,17.0,0.7722871060837193,0.5195183889838154,11.827264236101449
16,18.0,0.8442140360001815,0.5091658284524272,11.837127559085337
17,19.0,0.885668331628856,0.4988256220819666,12.410206211016984
18,20.0,0.8262000730728735,0.47096162619794923,12.913619736148728
19,21.0,0.7040962328533963,0.4517753783738584,12.906748635670086
20,22.0,0.7603845391407781,0.435649819355025,11.442814385724065
21,23.0,0.717100589401926,0.41197644879997486,11.964506599780224
22,24.0,0.8559059257235051,0.4052051565574301,12.795778349615668
23,25.0,0.8567996557608829,0.3953923548804074,14.342500698553602
24,26.0,0.8972158934674368,0.38609367141745693,16.0840280581284
25,27.0,0.8469459940643826,0.3789170643941059,16.55303799654348
26,28.0,0.8253110947761633,0.37529627706696783,16.495457733426132
27,29.0,0.6579329022893209,0.3698901499370529,18.057291514388936
28,30.0,0.6648942741912484,0.36661834799072923,19.892839536166708
29,31.0,0.7018021620817343,0.36199053446446905,23.58334374123976
30,32.0,0.668336871852979,0.3559408384195604,26.253729769068343
31,33.0,0.6986735795778123,0.3522858201614175,28.822407866530245
32,34.0,0.7227456381397809,0.3480648517318137,33.521154028671724
33,35.0,0.811360907417324,0.34243345564263256,40.64760451563496
34,36.0,0.9851836990168742,0.33921447662711934,42.809149224752126
35,37.0,1.326326396484252,0.3352115847801686,45.814414138103004
36,38.0,1.3575772524632779,0.32840137774530875,48.20096264202188
37,39.0,1.4967976147823887,0.32080786105445325,48.68448932657419
38,40.0,1.5232174061053836,0.31613626380232795,49.50620695811119
39,41.0,1.5124328027900262,0.308474240166985,53.57727013846539
40,42.0,1.387590910169378,0.2994053849915551,54.037261955244766
41,43.0,1.5803429573072858,0.2835749111020041,53.26066224864183
42,44.0,1.4435164127175713,0.27378919016734726,55.38630209518641
43,45.0,1.5862548420604514,0.26850543299215573,58.32517675670732
44,46.0,1.4924383549847071,0.26160650126856044,65.38102836523613
45,47.0,1.5811428471983355,0.2560379334465087,70.45288607753403
46,48.0,1.5937752687780595,0.24785786158799808,78.90595449519277
47,49.0,1.6741535461850632,0.2394830805198718,89.8617314259604
