,Parameter,RMSECV,RMSEC,RMSEP
0,1e-06,2.843867237604775,1.0357322566643483,2.6883042903311547
1,1.2067926406393288e-06,2.8468048816382847,1.0614630744629872,2.742008279047648
2,1.4563484775012444e-06,2.8467796056090213,1.0917760046569018,2.814959199274496
3,1.757510624854793e-06,2.840999586633282,1.122777721035674,2.8891480356598493
4,2.1209508879201924e-06,2.828800296996263,1.1572736244287334,2.9753183006455433
5,2.5595479226995334e-06,2.8104144771895525,1.1881754251599126,3.034483397750069
6,3.0888435964774785e-06,2.780209487285215,1.220722865333026,3.0889583561011587
7,3.727593720314938e-06,2.7426193958555585,1.2528531502393097,3.1269092434601142
8,4.498432668969444e-06,2.7274624722735497,1.2780367881712262,3.1574262314369923
9,5.428675439323859e-06,2.7161355652936305,1.2991744465974713,3.1810722698759575
10,6.5512855685955095e-06,2.7086788290345023,1.3226749436023038,3.2235049320496287
11,7.906043210907702e-06,2.70023522104294,1.349767217756822,3.2707971525509634
12,9.540954763499944e-06,2.693753755880811,1.3791206193090615,3.309957753635224
13,1.1513953993264481e-05,2.689182069914036,1.4110394214488953,3.3288835839424045
14,1.3894954943731361e-05,2.681992845909139,1.445771759720058,3.335140255932955
15,1.6768329368110066e-05,2.6742982903449084,1.4829604745277618,3.3436113319636074
16,2.0235896477251556e-05,2.6551492499673266,1.518114526359659,3.3567421311523407
17,2.4420530945486497e-05,2.6407560275529334,1.5499905400715033,3.369682278806678
18,2.94705170255181e-05,2.6370608009087073,1.5855339600082827,3.3780370102367505
19,3.5564803062231284e-05,2.635167583942139,1.6247297710169282,3.3779997145653313
20,4.291934260128778e-05,2.6322740782848517,1.6604746105270065,3.38769441707292
21,5.1794746792312125e-05,2.632185623104954,1.701202840927825,3.403229203885842
22,6.250551925273976e-05,2.6357264062115062,1.7494910644596853,3.423765594323841
23,7.543120063354608e-05,2.6491796964357532,1.7952836619729875,3.4449282403381836
24,9.102981779915228e-05,2.664727041377204,1.8421922203599743,3.4492902588341403
25,0.00010985411419875583,2.679923019700838,1.878743703787577,3.4463154275371446
26,0.00013257113655901082,2.6829632185959342,1.9250030856731097,3.455357362096882
27,0.00015998587196060574,2.7024454981421187,1.964629436190328,3.472065393840501
28,0.00019306977288832496,2.7325646514300934,2.00808303805837,3.4995511331811318
29,0.00023299518105153718,2.758836765973631,2.057712554353921,3.5252727555358065
30,0.0002811768697974228,2.788933044122563,2.1021839247235445,3.5341836291121576
31,0.0003393221771895326,2.8206668566956994,2.163312829929718,3.554053654946795
32,0.0004094915062380423,2.8431436252559275,2.2347869929952267,3.577731102570215
33,0.0004941713361323833,2.860420897427049,2.286276680972044,3.605304578162545
34,0.0005963623316594642,2.8892439762477733,2.3493300671621498,3.6409214315818557
35,0.0007196856730011514,2.926717900941644,2.406135645238141,3.6942627986822902
36,0.000868511373751352,2.955532089363122,2.4602274051378923,3.7551076693107377
37,0.0010481131341546852,2.97771252597053,2.5345055882363643,3.835321432196216
38,0.0012648552168552957,3.004896976748808,2.6052740030714308,3.9128475483177376
39,0.0015264179671752318,3.05274807477819,2.6809930853953743,3.998101859844706
40,0.0018420699693267144,3.1126809450964728,2.7352713689673576,4.0625727365656905
41,0.002222996482526193,3.175311223537567,2.7926013045916696,4.1423427271780495
42,0.0026826957952797246,3.218262271593349,2.861080587071012,4.239823687510747
43,0.0032374575428176433,3.2724955827673603,2.936116285350442,4.334893664161747
44,0.003906939937054613,3.3312016519222816,3.022425592544488,4.436425735066188
45,0.00471486636345739,3.368967677375167,3.083777116204454,4.503931154358367
46,0.005689866029018293,3.41747107386976,3.148456243608296,4.570685276214303
47,0.006866488450042998,3.4702611583215037,3.221637244531796,4.633713041629028
48,0.008286427728546842,3.5355353411509745,3.3076577624941885,4.701647880092358
49,0.01,3.601122587545116,3.429076093949999,4.796565090306706
